UniqueId,FacilityOrSiteName,Owner,ManagementType,InfrastructureType,FacilityStreetAddress,FacilitySuburbLocality,State,Postcode,Latitude,Longitude,BatteriesRechargeable,BatteriesSingleUse,BatteriesLeadAcid,ComputersAccessories,MobilePhones,PrinterCartridges,Televisions,ElectricalAppliances,ElectricalAppliancesBatteryOperated,ChemicalDrums,Mercury,WhiteGoods
VIC00477,Gunbower Resource Recovery Centre,Campaspe Shire Council,Drop-off,Transfer station,4134 Murray Valley Highway,Gunbower,VIC,3644,-35.573852,144.22376,1,1,1,1,1,1,1,1,1,0,0,1
VIC00481,Halls Gap Transfer Station,Northern Grampians Shire Council,Drop-off,Transfer station,4300 Ararat-Halls Gap Road,Halls Gap,VIC,3381,-37.130377,142.544489,1,1,1,1,1,1,1,1,1,0,0,1
VIC00484,Norm's Waste Disposal,Norm's Waste Disposal,Drop-off,Transfer station,47 Pioneer Street,Hamilton,VIC,3300,-37.745354,142.001452,1,1,1,1,1,1,1,1,1,0,0,1
VIC00485,Hamilton Resource Recovery Centre,Southern Grampians Shire Council,Drop-off,Transfer station,68 Elijah Street,Hamilton,VIC,3300,-37.7465389,141.99663,1,1,1,1,1,1,1,1,1,0,0,1
VIC00488,Suez Hallam Road Transfer Station,Suez Australia Pty Ltd,Drop-off,Transfer station,274 Hallam Road,Hampton Park,VIC,3976,-38.052968,145.2671285,1,1,1,1,1,1,1,1,1,0,0,1
VIC00492,Harrow Transfer Station,West Wimmera Shire Council,Drop-off,Transfer station,Nhill-Harrow Road,Harrow,VIC,3317,-37.135337,141.594073,1,1,1,1,1,1,1,1,1,0,0,1
VIC00495,Hawkesdale Transfer Station,Moyne Shire Council,Drop-off,Transfer station,Baird Street,Hawkesdale,VIC,3287,-38.0211,142.32817,1,1,1,1,1,1,1,1,1,0,0,1
VIC00497,Morwell Transfer Station,Latrobe City Council,Drop-off,Transfer station,Porters Road,Hazelwood North,VIC,3840,-38.254212,146.426395,1,1,1,1,1,1,1,1,1,0,0,1
VIC00499,Heathcote Transfer Station,Greater Bendigo City Council,Drop-off,Transfer station,Golden Gully Road,Heathcote,VIC,3523,-35.763373,143.773803,1,1,1,1,1,1,1,1,1,0,0,1
VIC00503,Moe Transfer Station,Latrobe City Council,Drop-off,Transfer station,Haunted Hills Road,Hernes Oak,VIC,3825,-38.201088,146.309603,1,1,1,1,1,1,1,1,1,0,0,1
VIC00505,Heyfield Transfer Station,Wellington Shire Council,Drop-off,Transfer station,Rifle Range Road,Heyfield,VIC,3858,-37.961417,146.741264,1,1,1,1,1,1,1,1,1,0,0,1
VIC00506,Heywood Resource Recovery Centre,Glenelg Shire Council,Drop-off,Transfer station,Catons Flat Road,Heywood,VIC,3304,-38.13804,141.59706,1,1,1,1,1,1,1,1,1,0,0,1
VIC00511,Seymour Resource Recovery Centre,Mitchell Shire Council,Drop-off,Transfer station,470 Seymour-Tooborac Road,Hilldene,VIC,3660,-37.0293934,145.0800757,1,1,1,1,1,1,1,1,1,0,0,1
VIC00512,Hopetoun Transfer Station,Yarriambiack Shire Council,Drop-off,Transfer station,8 Tip Road,Hopetoun,VIC,3396,-35.7081077,142.3551841,1,1,1,1,1,1,1,1,1,0,0,1
VIC00521,Wastebusters Recycling,Wastebusters Recycling,Drop-off,Transfer station,44 Golf Course Road,Horsham,VIC,3400,-36.7355709999999,142.200273,1,1,1,1,1,1,1,1,1,0,0,1
VIC00527,Horsham Transfer Station & Resource Recovery Centre,Horsham Rural City Council,Drop-off,Transfer station,Kenny Road,Horsham,VIC,3400,-36.741434,142.190929,1,1,1,1,1,1,1,1,1,0,0,1
VIC00529,Inverloch Transfer Station,Bass Coast Shire Council,Drop-off,Transfer station,Old Ford Road,Inverloch,VIC,3996,-38.63122,145.751292,1,1,1,1,1,1,1,1,1,0,0,1
VIC00533,Jeparit Transfer Station,Hindmarsh Shire Council,Drop-off,Transfer station,Jeparit East Road,Jeparit,VIC,3423,-36.130898,141.99624,1,1,1,1,1,1,1,1,1,0,0,1
VIC00534,Jung Transfer Station & Resource Recovery Centre,Horsham Rural City Council,Drop-off,Transfer station,Jung Recreation Reserve Road,Jung,VIC,3401,-36.609738,142.372024,1,1,1,1,1,1,1,1,1,0,0,1
VIC00536,Kaniva Transfer Station,West Wimmera Shire Council,Drop-off,Transfer station,South Lillimur Road,Kaniva,VIC,3419,-36.384723,141.225702,1,1,1,1,1,1,1,1,1,0,0,1
VIC00543,Brimbank Resource Recovery Centre,Brimbank City Council,Drop-off,Transfer station,Stadium Drive,Keilor Park,VIC,3042,-37.7138748,144.8533667,1,1,1,1,1,1,1,1,1,0,0,1
VIC00546,Kensington Waste and Recycling Centre,Melbourne City Council,Drop-off,Transfer station,437 Dynon Road,Kensington,VIC,3031,-37.8024085,144.915142,1,1,1,1,1,1,1,1,1,0,0,1
VIC00547,Kerang Transfer Station,Gannawarra Shire Council,Drop-off,Transfer station,197 Kerang-Murrabit Road ,Kerang,VIC,3579,-35.7200295,143.92593,1,1,1,1,1,1,1,1,1,0,0,1
VIC00552,Kew Depot Recycling Drop-off Centre,Boroondara City Council,Drop-off,Transfer station,31-35 Hutchinson Drive,Kew,VIC,3101,-37.7938582,145.0286881,1,1,1,1,1,1,1,1,1,0,0,1
VIC00558,Veolia Keysborough,Veolia,Drop-off,Transfer station,45-52 Kirkham Road West,Keysborough,VIC,3173,-37.9959765,145.1853115,1,1,1,1,1,1,1,1,1,0,0,1
VIC00561,Kiata Depot,Hindmarsh Shire Council,Drop-off,Transfer station,Reserve Road,Kiata,VIC,3418,-36.364485,141.786363,1,1,1,1,1,1,1,1,1,0,0,1
VIC00562,Kilmany Transfer Station,Wellington Shire Council,Drop-off,Transfer station,Velore Road,Kilmany,VIC,3851,-38.103092,146.920064,1,1,1,1,1,1,1,1,1,0,0,1
VIC00564,Eco Waste Recycling Centre,Eco Waste Recycling,Drop-off,Transfer station,199-201 Colchester Road,Kilsyth,VIC,3137,-37.8127625,145.307243,1,1,1,1,1,1,1,1,1,0,0,1
VIC00567,Kinglake Resource Recovery Centre,Murrindindi Shire Council,Drop-off,Transfer station,205 Watsons Road,Kinglake West,VIC,3757,-37.273954,145.16298,1,1,1,1,1,1,1,1,1,0,0,1
VIC00570,Koonwarra Transfer Station,South Gippsland Shire Council,Drop-off,Transfer station,Koonwarra-Inverloch Road,Koonwarra,VIC,3954,-38.447186,145.9922177,1,1,1,1,1,1,1,1,1,0,0,1
VIC00572,Korumburra Transfer Station,South Gippsland Shire Council,Drop-off,Transfer station,Silkstone Road,Korumburra,VIC,3950,-38.447625,145.833978,1,1,1,1,1,1,1,1,1,0,0,1
VIC00574,Mount Scobie Resource Recovery Centre,Campaspe Shire Council,Drop-off,Transfer station,479 Everard Road,Kyabram,VIC,3620,-36.184467,144.585181,1,1,1,1,1,1,1,1,1,0,0,1
VIC00576,Kyneton Transfer Station,Macedon Ranges Shire Council,Drop-off,Transfer station,140 Redesdale Road,Kyneton,VIC,3444,-37.2253974999999,144.4579,1,1,1,1,1,1,1,1,1,0,0,1
VIC00580,Mount Zero Transfer Station,Horsham Rural City Council,Drop-off,Transfer station,Wonwondah-Dadswells Bridge Road,Laharum,VIC,3401,-36.871306,142.355129,1,1,1,1,1,1,1,1,1,0,0,1
VIC00581,Lake Bolac Resource Recovery Centre,Ararat Rural City Council,Drop-off,Transfer station,Rubbish Tip Road,Lake Bolac,VIC,3351,-37.704218,142.8236,1,1,1,1,1,1,1,1,1,0,0,1
VIC00583,Lakes Entrance Transfer Station,East Gippsland Shire Council,Drop-off,Transfer station,5 Thorpes Lane,Lakes Entrance,VIC,3909,-37.858294,148.006782,1,1,1,1,1,1,1,1,1,0,0,1
VIC00585,Lalbert Transfer Station,Gannawarra Shire Council,Drop-off,Transfer station,10 Wood Avenue,Lalbert,VIC,3542,-35.673526,143.374307,1,1,1,1,1,1,1,1,1,0,0,1
VIC00590,Landsborough Transfer Station,Pyrenees Shire Council,Drop-off,Transfer station,Cnr Ararat St & St Arnaud Road,Landsborough,VIC,3384,-37.023621,143.1248,1,1,1,1,1,1,1,1,1,0,0,1
VIC00596,Lardner Transfer Station,Baw Baw Shire Council,Drop-off,Transfer station,Simpson Road,Lardner,VIC,3821,-38.220544,145.864021,1,1,1,1,1,1,1,1,1,0,0,1
VIC00598,Lavers Hill Drop Off Facility,Colac Otway Shire Council,Drop-off,Transfer station,49-51 Great Ocean Road,Lavers Hill,VIC,3238,-38.68275,143.38675,1,1,1,1,1,1,1,1,1,0,0,1
VIC00611,Wheelie Waste Shepparton,Wheelie Waste,Drop-off,Transfer station,415 New Dookie Road,Lemnos,VIC,3631,-36.215033,145.273899,1,1,1,1,1,1,1,1,1,0,0,1
VIC00618,Lindsay Point Transfer Station,Mildura Rural City Council,Drop-off,Transfer station,498 Lacey Avenue,Lindsay Point,VIC,3496,-34.103506,141.005037,1,1,1,1,1,1,1,1,1,0,0,1
VIC00619,Loch Sport Transfer Station,Wellington Shire Council,Drop-off,Transfer station,Progress Road,Loch Sport,VIC,3851,-38.064742,147.552742,1,1,1,1,1,1,1,1,1,0,0,1
VIC00620,Lockington Resource Recovery Centre,Campaspe Shire Council,Drop-off,Transfer station,1671 O’Donnell Road,Lockington,VIC,3561,-36.20765,144.302386,1,1,1,1,1,1,1,1,1,0,0,1
VIC00621,Longwood Resource Recovery Centre,Strathbogie Shire Council,Drop-off,Transfer station,85 Maxfield Street,Longwood,VIC,3665,-36.480776,145.250278,1,1,1,1,1,1,1,1,1,0,0,1
VIC00622,Lorne Transfer Station,Surf Coast Shire Council,Drop-off,Transfer station,370 Erskine Falls Road,Lorne,VIC,3232,-38.5293,143.947,1,1,1,1,1,1,1,1,1,0,0,1
VIC00626,Cleanaway Lysterfield Resource Recovery Centre,Cleanaway,Drop-off,Transfer station,840 Wellington Road ,Lysterfield,VIC,3156,-37.942062,145.319472,1,1,1,1,1,1,1,1,1,0,0,1
VIC00627,Macarthur Transfer Station,Moyne Shire Council,Drop-off,Transfer station,Macarthur-Myamyn Road,Macarthur,VIC,3286,-38.01261,141.97525,1,1,1,1,1,1,1,1,1,0,0,1
VIC00629,Maffra Waste Disposal,Maffra Waste Disposal,Drop-off,Transfer station,6 McMahon Drive,Maffra,VIC,3860,-37.971153,146.6979569,1,1,1,1,1,1,1,1,1,0,0,1
VIC00631,Maffra Transfer Station,Wellington Shire Council,Drop-off,Transfer station,Sellings Road,Maffra,VIC,3860,-37.9126585,146.9861545,1,1,1,1,1,1,1,1,1,0,0,1
VIC00633,Maldon Transfer Station,Mount Alexander Shire Council,Drop-off,Transfer station,40 Morris Street,Maldon,VIC,3463,-36.992085,144.0846535,1,1,1,1,1,1,1,1,1,0,0,1
VIC00634,Mallacoota Transfer Station,East Gippsland Shire Council,Drop-off,Transfer station,Betka Road,Mallacoota,VIC,3892,-37.572423,149.745938,1,1,1,1,1,1,1,1,1,0,0,1
VIC00637,Stonnington Waste Transfer Station,Stonnington City Council,Drop-off,Transfer station,32 Weir Street,Malvern,VIC,3144,-37.8490884999999,145.042997,1,1,1,1,1,1,1,1,1,0,0,1
VIC00639,Manangatang Transfer Station,Swan Hill Rural City Council,Drop-off,Transfer station,126 Moondah Road,Manangatang,VIC,3546,-35.0392659999999,142.8962255,1,1,1,1,1,1,1,1,1,0,0,1
VIC00640,Mansfield Resource Recovery Centre,Mansfield Shire Council,Drop-off,Transfer station,163 Monkey Gully Road,Mansfield,VIC,3722,-37.0831,146.0906082,1,1,1,1,1,1,1,1,1,0,0,1
VIC00645,Markwood Transfer Station,Wangaratta Rural City Council,Drop-off,Transfer station,145 Forest Lane,Markwood,VIC,3678,-36.467864,146.475917,1,1,1,1,1,1,1,1,1,0,0,1
VIC00646,Marlo Transfer Station,East Gippsland Shire Council,Drop-off,Transfer station,99 Curlip Road,Marlo,VIC,3888,-37.790137,148.56159,1,1,1,1,1,1,1,1,1,0,0,1
VIC00649,Marysville Resource Recovery Centre,Murrindindi Shire Council,Drop-off,Transfer station,Sunds Mill Court,Marysville,VIC,3779,-37.302571,145.442097,1,1,1,1,1,1,1,1,1,0,0,1
VIC00657,Melton Recycling Centre,Melton Shire Council,Drop-off,Transfer station,33-41 Ferris Road,Melton,VIC,3337,-37.7009174999999,144.6031095,1,1,1,1,1,1,1,1,1,0,0,1
VIC00667,Meringur Transfer Station,Mildura Rural City Council,Drop-off,Transfer station,Delahoy Road,Meringur,VIC,3496,-34.3874259999999,141.340773,1,1,1,1,1,1,1,1,1,0,0,1
VIC00668,Jarrads Road Resource Recovery Centre,Glenelg Shire Council,Drop-off,Transfer station,Jarrads Road,Merino,VIC,3310,-37.74242,141.52272,1,1,1,1,1,1,1,1,1,0,0,1
VIC00672,Metung Transfer Station,East Gippsland Shire Council,Drop-off,Transfer station,130 Rosherville Road,Metung,VIC,3904,-37.852133,147.861536,1,1,1,1,1,1,1,1,1,0,0,1
VIC00682,Cleanaway Mildura,Cleanaway,Drop-off,Transfer station,Ontario Avenue,Mildura,VIC,3500,-34.199890137,142.174316406,1,1,1,1,1,1,1,1,1,0,0,1
VIC00683,Mildura Landfill,Mildura Rural City Council,Drop-off,Transfer station,Scherger Drive,Mildura,VIC,3500,-34.1850615,142.1422685,1,1,1,1,1,1,1,1,1,0,0,1
VIC00686,Minyip Transfer Station,Yarriambiack Shire Council,Drop-off,Transfer station,Minyip-Rich Avon Road,Minyip,VIC,3392,-36.4650329999999,142.6322755,1,1,1,1,1,1,1,1,1,0,0,1
VIC00687,Mirboo North Transfer Station,South Gippsland Shire Council,Drop-off,Transfer station,Railway Road,Mirboo North,VIC,3871,-38.402207,146.171474,1,1,1,1,1,1,1,1,1,0,0,1
VIC00690,Mittyack Transfer Station,Mildura Rural City Council,Drop-off,Transfer station,McErvale Street,Mittyack,VIC,3490,-35.153258,142.659591,1,1,1,1,1,1,1,1,1,0,0,1
VIC00698,Cleanway Montrose,Cleanaway,Drop-off,Transfer station,69-71 Canterbury Road,Montrose,VIC,3765,-37.815212,145.326544,1,1,1,1,1,1,1,1,1,0,0,1
VIC00698,Montrose Transfer Station,Grosvenor Lodge Pty Ltd,Drop-off,Transfer station,69-71 Canterbury Road,Montrose,VIC,3765,-37.8164419999999,145.3241745,1,1,1,1,1,1,1,1,1,0,0,1
VIC00701,Cleanaway Moolap Depot,Cleanaway,Drop-off,Transfer station,317 Portarlington Road,Moolap,VIC,3224,-38.1658191,144.420345,1,1,1,1,1,1,1,1,1,0,0,1
VIC00704,Point Henry Transfer Station,Greater Geelong City Council,Drop-off,Transfer station,50 Point Henry Rd,Moolap,VIC,3224,-38.1641,144.427,1,1,1,1,1,1,1,1,1,0,0,1
VIC00717,Kingston Waste Transfer Station,Kingston City Council,Drop-off,Transfer station,24-30 Fonceca Street,Mordiallic,VIC,3195,-37.9903439999999,145.104293,1,1,1,1,1,1,1,1,1,0,0,1
VIC00721,Mornington Resource Recovery  Centre,Mornington Peninsula Shire Council,Drop-off,Transfer station,134 Watt Road,Mornington,VIC,3931,-38.2345905,145.0654565,1,1,1,1,1,1,1,1,1,0,0,1
VIC00728,Mortlake Transfer Station,Moyne Shire Council,Drop-off,Transfer station,Connewarren Lane,Mortlake,VIC,3272,-38.06898,142.76917,1,1,1,1,1,1,1,1,1,0,0,1
VIC00729,Pinegro Morwell,Pinegro Products Pty Ltd,Drop-off,Transfer station,300 Monash Way,Morwell,VIC,3840,-38.2442225,146.4096645,1,1,1,1,1,1,1,1,1,0,0,1
VIC00739,Mount Baw Baw Transfer Station,Mount Baw Baw Alpine Tourist Resort Management Board,Drop-off,Transfer station,Mt Baw Baw Tourist Road,Mount Baw Baw,VIC,3833,-37.847104,146.245269,1,1,1,1,1,1,1,1,1,0,0,1
VIC00740,Mount Beauty Transfer Station,Alpine Shire Council,Drop-off,Transfer station,Maddisons Lane,Mount Beauty,VIC,3699,-36.7293,147.174674,1,1,1,1,1,1,1,1,1,0,0,1
VIC00741,Mount Buller Transfer Station,Mount Buller/Mt Stirling Alpine Resort Management Board,Drop-off,Transfer station,Boggy Corner,Mount Buller,VIC,3723,-37.1363,146.45306,1,1,1,1,1,1,1,1,1,0,0,1
VIC00744,Mount Egerton Transfer Station,Moorabool Shire Council,Drop-off,Transfer station,Corner Ballan Egerton Road & Yendon Egerton Road,Mount Egerton,VIC,3352,-37.631535,144.106686,1,1,1,1,1,1,1,1,1,0,0,1
VIC00751,Moyhu Transfer Station,Wangaratta Rural City Council,Drop-off,Transfer station,569 Boggy Creek Road,Moyhu,VIC,3732,-36.637271,146.351227,1,1,1,1,1,1,1,1,1,0,0,1
VIC00752,Moyston Resource Recovery Centre,Ararat Rural City Council,Drop-off,Transfer station,Moyston West Road,Moyston,VIC,3377,-37.292028,142.735257,1,1,1,1,1,1,1,1,1,0,0,1
VIC00759,Murchison Resource Recovery Centre,Greater Shepparton City Council,Drop-off,Transfer station,15 Cassidy Road,Murchison,VIC,3610,-36.372425,145.113119,1,1,1,1,1,1,1,1,1,0,0,1
VIC00760,Murrayville Transfer Station,Mildura Rural City Council,Drop-off,Transfer station,Cemetery Road,Murrayville,VIC,3512,-35.258586,141.179359,1,1,1,1,1,1,1,1,1,0,0,1
VIC00761,Murtoa Transfer Station,Yarriambiack Shire Council,Drop-off,Transfer station,1281 Wimmera Highway,Murtoa,VIC,3390,-36.6229309,142.4973353,1,1,1,1,1,1,1,1,1,0,0,1
VIC00762,Myrtleford Transfer Station,Alpine Shire Council,Drop-off,Transfer station,6 Morrisons Lane,Myrtleford,VIC,3741,-36.543607,146.761577,1,1,1,1,1,1,1,1,1,0,0,1
VIC00765,Nagambie Resource Recovery Centre,Strathbogie Shire Council,Drop-off,Transfer station,McDonalds Road,Nagambie,VIC,3608,-36.474195,145.114287,1,1,1,1,1,1,1,1,1,0,0,1
VIC00766,Nangiloc Transfer Station,Mildura Rural City Council,Drop-off,Transfer station,Castle Crossing Road,Nangiloc,VIC,3494,-34.5038279999999,142.308811,1,1,1,1,1,1,1,1,1,0,0,1
VIC00767,Corangamite Regional Landfill,Corangamite Shire Council,Drop-off,Transfer station,County Boundary West Road,Naroghid,VIC,3266,-38.27278,143.04848,1,1,1,1,1,1,1,1,1,0,0,1
VIC00773,Nathalia Resource Recovery Centre,Moira Shire Council,Drop-off,Transfer station,Balls Rd,Nathalia,VIC,3638,-36.045297,145.111001,1,1,1,1,1,1,1,1,1,0,0,1
VIC00775,Neerim South Transfer Station,Baw Baw Shire Council,Drop-off,Transfer station,Neerim East Road,Neerim South,VIC,3831,-38.00739,145.963851,1,1,1,1,1,1,1,1,1,0,0,1
VIC00776,Nelson Resource Recovery Centre,Glenelg Shire Council,Drop-off,Transfer station,North Nelson Road ,Nelson,VIC,3292,-38.03253,141.00985,1,1,1,1,1,1,1,1,1,0,0,1
VIC00777,Netherby Depot,Hindmarsh Shire Council,Drop-off,Transfer station,Netherby Baker Road,Netherby,VIC,3418,-36.106224,141.642858,1,1,1,1,1,1,1,1,1,0,0,1
VIC00782,Newmerella Transfer Station,East Gippsland Shire Council,Drop-off,Transfer station,215 Corringle Road,Newmerella,VIC,3886,-37.754817,148.423226,1,1,1,1,1,1,1,1,1,0,0,1
VIC00784,Nhill Transfer Station,Hindmarsh Shire Council,Drop-off,Transfer station,Netherby Road,Nhill,VIC,3418,-36.318595,141.663464,1,1,1,1,1,1,1,1,1,0,0,1
VIC00787,Sims Noble Park,Sims Ltd,Drop-off,Transfer station,442 Princes Highway,Noble Park,VIC,3174,-37.9581069,145.1857522,1,1,1,1,1,1,1,1,1,0,0,1
VIC00790,Cleanaway North Geelong,Cleanaway,Drop-off,Transfer station,111-117 Mornington Street,North Geelong,VIC,3215,-38.1128561,144.3477831,1,1,1,1,1,1,1,1,1,0,0,1
VIC00792,North Geelong Resource Recovery Centre,Greater Geelong City Council,Drop-off,Transfer station,Douro Street,North Geelong,VIC,3215,-38.1153409999999,144.349435,1,1,1,1,1,1,1,1,1,0,0,1
VIC00798,Monash Waste Transfer and Recycling Station,Monash City Council,Drop-off,Transfer station,380 Ferntree Gully Road,Notting Hill,VIC,3168,-37.9014858,145.1405366,1,1,1,1,1,1,1,1,1,0,0,1
VIC00800,Numurkah Resource Recovery Centre,Moira Shire Council,Drop-off,Transfer station,Naring Road,Numurkah,VIC,3636,-36.035295,145.292938,1,1,1,1,1,1,1,1,1,0,0,1
VIC00809,Omeo Transfer Station,East Gippsland Shire Council,Drop-off,Transfer station,18 Margetts Street,Omeo,VIC,3898,-37.100543,147.603573,1,1,1,1,1,1,1,1,1,0,0,1
VIC00810,Orbost Transfer Station,East Gippsland Shire Council,Drop-off,Transfer station,351 Bonang Road,Orbost,VIC,3888,-37.672272,148.472983,1,1,1,1,1,1,1,1,1,0,0,1
VIC00811,Ouyen Transfer Station,Mildura Rural City Council,Drop-off,Transfer station,Dunkley Road,Ouyen,VIC,3490,-35.0945429999999,142.325982,1,1,1,1,1,1,1,1,1,0,0,1
VIC00813,Cleanaway Pakenham,Cleanaway,Drop-off,Transfer station,20 Drovers Way,Pakenham,VIC,3810,-38.0984439,145.4989452,1,1,1,1,1,1,1,1,1,0,0,1
VIC00814,Future Recycling Pakenham,Future Recycling,Drop-off,Transfer station,30-32 Exchange Drive,Pakenham,VIC,3810,-38.0972731,145.4921711,1,1,1,1,1,1,1,1,1,0,0,1
VIC00819,Cardinia Waste and Recyclers,Atkins Family,Drop-off,Transfer station,Lot 7 Exchange Drive,Pakenham,VIC,3810,-38.0986583,145.4921063,1,1,1,1,1,1,1,1,1,0,0,1
VIC00822,Patchewollock Transfer Station,Yarriambiack Shire Council,Drop-off,Transfer station,38 Patchewollock Tip Road,Patchewollock,VIC,3491,-35.371129,142.20475,1,1,1,1,1,1,1,1,1,0,0,1
VIC00826,Penshurst Resource Recovery Centre,Southern Grampians Shire Council,Drop-off,Transfer station,5408 Hamilton Highway,Penshurst,VIC,3289,-37.8644168,142.3178332,1,1,1,1,1,1,1,1,1,0,0,1
VIC00827,Peterborough Transfer Station,Moyne Shire Council,Drop-off,Transfer station,Maclean Lane,Peterborough,VIC,3270,-38.59386,142.86812,1,1,1,1,1,1,1,1,1,0,0,1
VIC00828,Piangil Transfer Station,Swan Hill Rural City Council,Drop-off,Transfer station,246 Hayes Road,Piangil,VIC,3597,-35.075843,143.31075,1,1,1,1,1,1,1,1,1,0,0,1
VIC00829,Pimpinio Transfer Station,Horsham Rural City Council,Drop-off,Transfer station,Banyena Road,Pimpinio,VIC,3401,-36.582421,142.117892,1,1,1,1,1,1,1,1,1,0,0,1
VIC00830,Nillumbik Recycling and Recovery Centre,Nillumbik Shire Council,Drop-off,Transfer station,290 Yan Yean Road,Plenty,VIC,3090,-37.654827,145.124126,1,1,1,1,1,1,1,1,1,0,0,1
VIC00834,Pomonal Resource Recovery Centre,Ararat Rural City Council,Drop-off,Transfer station,Pomonal East Road,Pomonal,VIC,3381,-37.195093,142.635344,1,1,1,1,1,1,1,1,1,0,0,1
VIC00836,Porepunkah Transfer Station,Alpine Shire Council,Drop-off,Transfer station,159 Roberts Creek Road,Porepunkah,VIC,3740,-36.69481,146.958276,1,1,1,1,1,1,1,1,1,0,0,1
VIC00837,Port Campbell Transfer Station,Corangamite Shire Council,Drop-off,Transfer station,55 McRae Street,Port Campbell,VIC,3269,-38.61951,143.00524,1,1,1,1,1,1,1,1,1,0,0,1
VIC00838,Delta Group Transfer Station,Delta Group,Drop-off,Transfer station,Bridge Street,Port Melbourne,VIC,3207,-37.8335365,144.9397345,1,1,1,1,1,1,1,1,1,0,0,1
VIC00842,Portland Resource Recovery Centre,Glenelg Shire Council,Drop-off,Transfer station,Derril Road,Portland,VIC,3305,-38.36984,141.60237,1,1,1,1,1,1,1,1,1,0,0,1
VIC00851,Pyalong Resource Recovery Centre,Mitchell Shire Council,Drop-off,Transfer station,Ladderhill Road,Pyalong,VIC,3521,-37.065168,144.515317,1,1,1,1,1,1,1,1,1,0,0,1
VIC00853,Quambatook Transfer Station,Gannawarra Shire Council,Drop-off,Transfer station,43 Meering Road,Quambatook,VIC,3540,-35.852587,143.515788,1,1,1,1,1,1,1,1,1,0,0,1
VIC00854,Quantong Transfer Station & Resource Recovery Centre,Horsham Rural City Council,Drop-off,Transfer station,Cnr Hutchinson Road,Quantong,VIC,3401,-36.737652,142.02133,1,1,1,1,1,1,1,1,1,0,0,1
VIC00855,Rainbow Transfer Station,Hindmarsh Shire Council,Drop-off,Transfer station,Rainbow-Nhill Road,Rainbow,VIC,3424,-35.908306,141.970568,1,1,1,1,1,1,1,1,1,0,0,1
VIC00856,Cleanaway MRL Ravenhall,Cleanaway,Drop-off,Transfer station,1100-1152 Christies Road,Ravenhall,VIC,3023,-37.7915809,144.7302601,1,1,1,1,1,1,1,1,1,0,0,1
VIC00858,Darebin Resource Recovery Centre,Darebin City Council,Drop-off,Transfer station,30 Kurnai Avenue,Reservoir,VIC,3073,-37.720538,144.984556,1,1,1,1,1,1,1,1,1,0,0,1
VIC00868,Eastern Recycling and Waste Transfer Centre,Maroondah City Council,Drop-off,Transfer station,22 Palmerston East Road,Ringwood,VIC,3134,-37.8251789999999,145.2186005,1,1,1,1,1,1,1,1,1,0,0,1
VIC00874,Rochester Resource Recovery Centre,Campaspe Shire Council,Drop-off,Transfer station,139 High Street,Rochester,VIC,3561,-36.210492,144.423693,1,1,1,1,1,1,1,1,1,0,0,1
VIC00875,Rokewood Transfer Station,Golden Plains Shire Council,Drop-off,Transfer station,141 Meadows Road,Rokewood,VIC,3330,-37.912242,143.714996,1,1,1,1,1,1,1,1,1,0,0,1
VIC00876,Romsey Transfer Station,Macedon Ranges Shire Council,Drop-off,Transfer station,21 Johnston Court  ,Romsey,VIC,3434,-37.3610624999999,144.7679525,1,1,1,1,1,1,1,1,1,0,0,1
VIC00884,Ruffy Resource Recovery Centre,Strathbogie Shire Council,Drop-off,Transfer station,Redgate Lane/Longwood Ruffy Road,Ruffy,VIC,3666,-36.562223,145.283652,1,1,1,1,1,1,1,1,1,0,0,1
VIC00885,Rupanyup Transfer Station,Yarriambiack Shire Council,Drop-off,Transfer station,Dyer Street,Rupanyup,VIC,3388,-36.639533,142.629282,1,1,1,1,1,1,1,1,1,0,0,1
VIC00886,Rushworth Resource Recovery Centre,Campaspe Shire Council,Drop-off,Transfer station,186 Nine Mile Road,Rushworth,VIC,3612,-36.360244,145.000107,1,1,1,1,1,1,1,1,1,0,0,1
VIC00887,Rutherglen Transfer Station,Indigo Shire Council,Drop-off,Transfer station,53 Cornishtown Road,Rutherglen,VIC,3685,-36.069791,46.493703,1,1,1,1,1,1,1,1,1,0,0,1
VIC00888,Rye Landfill & Resource Recovery Centre,Mornington Peninsula Shire Council,Drop-off,Transfer station,280 Trueman Road,Rye,VIC,3941,-38.391339,144.8557915,1,1,1,1,1,1,1,1,1,0,0,1
VIC00890,Kwik Tip Bins,Tambo Waste,Drop-off,Transfer station,1 Wellington Park Way,Sale,VIC,3850,-38.0994696,147.0966104,1,1,1,1,1,1,1,1,1,0,0,1
VIC00890,Towards Zero,Towards Zero,Drop-off,Transfer station,1 Wellington Park Way,Sale,VIC,3850,-38.099337,147.096218,1,1,1,1,1,1,1,1,1,0,0,1
VIC00894,Bayside Transfer Station,Bayside City Council,Drop-off,Transfer station,76 Royal Avenue,Sandringham,VIC,3191,-37.9596885,145.0169148,1,1,1,1,1,1,1,1,1,0,0,1
VIC00897,Sea Lake Resource Recovery Facility,Buloke Shire Council,Drop-off,Transfer station,10715 Robinvale Road,Sea Lake,VIC,3533,-35.4605905,142.855453,1,1,1,1,1,1,1,1,1,0,0,1
VIC00898,Seaford Sims Metals Transfer Station,Sims Ltd,Drop-off,Transfer station,45 Wells Road,Seaford,VIC,3198,-38.1156478,145.136635,1,1,1,1,1,1,1,1,1,0,0,1
